Summary,Status,Priority,Created,Resolved,Labels,Description
"The tab name for the cloned repository overruns the close, 'x', button.",Done,Low,2021-01-22 21:13:00,2023-03-07 06:07:00,Bitbucket,"I am unable to clone a repository with in SouceTree.a  I am able to clone a repository via the command line successfully, but not able to do so in the SourceTree application.a  Here is the command line that we use for a successful clone:git.exe clone [https://crhodes@bitbucket.org/nemours/lawson.git]In SourceTree I can see all of the repositories, but I can not able to clone them in the app.a  Do you have any suggestions or thoughts on how this can be resolved."
Source tree Version 3.3.6 on Windows 10 Professional hangs,Done,Low,2021-01-22 17:07:00,2023-03-07 06:07:00,Git,"My company asks us to add a line in our commit message when we pair with another developer on a commit. We use Pluralsight Flow to scan our commits and provide metrics on developer productivity, collaboration, and knowledge sharing. It would be nice if Sourcetree had a way to append this line to commit messages for me so I don't have to type it out. The format we use is listed below.Co-authored-by: \{name} <\{email}>"
Keep Tree View / Flat List option separated for File Status and History,Done,Low,2021-01-21 14:56:00,2023-03-07 06:07:00,General,"Since updating to 3.4.2, I typically receive this popup when launching Sourcetree!image-2021-01-21-14-53-57-608.png|width=466,height=194!(Run 'git lfs pull' now?a  The repository .. is using Gif LFS but it appears the binary content hasn't been downloaded yet.a  Do you want to download the LFS files required by your current checkout?)I seem to get this every time I launch SourceTree, even if nothing has changed (and everything is already downloaded and\or clicking ""yes"", etc.)"
index.lock error when Visual Studio is opened,Done,Low,2013-12-16 07:42:00,2023-03-07 06:07:00,Git,"When changing te remote repository path through Settings > Remotes > Edit, SourceTree crashes after a short while (10 - 30 secs)."
Sourcetree keeps asking for password for bitbucket.org,Done,Low,2021-01-19 18:46:00,2023-03-07 06:07:00,Bitbucket,"I just upgraded Sourcetree to the enterprise version 3.4.1 and when viewing Remote repositories it is not showing all the remote Bitbucket server repos I have access to. The new feature of the Project dropdown list seems to not be functioning correctly and is sometimes not showing any of the repositories that exist in a Project or it is showing repos that exist in other projects.For example I have selected the project AP from the dropdown.!image-2021-01-19-12-41-13-234.png!However the list of repositories that is returned is completely random with none of the repos from the actual AP Bitbucket project being listed but repositories from other Bitbucket projects being listed, such as as repo call test_repo in the ALM project shows up.I am currently using Git for windows system version 2.29.2 and have tried with LibGit2 disabled and enabled an both produce the same issue.!image-2021-01-19-12-44-59-221.png!We are currently connecting to Bitbucket Server version 7.6.0."
SourceTree crashes every time I try to do a Checkout from Bitbucket,Done,Low,2021-01-18 14:16:00,2023-03-07 06:07:00,Git,"After creating a remote repository for GitLab CE host with Authentication OK, when trying to clone the repository, it opens a window asking to select a Credential Helper. No matter what Credential Helper we select, this windows keeps opening again and again after selecting.PS: We have already speak with Matej Vitez <matej.vitez@pricefx.com>"
Sourcetree auto suspend on Windows 10,Done,Low,2021-01-18 14:05:00,2023-03-07 06:07:00,Git,"When you choose to show all files in SourceTree, the icon for the ""clean"" folders and folders with pending changes (modified/untracked/etc.) is the same. Therefore, the user should expand the folders one by one manually to check if there is anything to add/commit there.The folders containing changes should have a slightly different icon so they are identified easily (similar to P4V)."
Scrolling to bottom of file content pane freezes program,Done,Low,2021-01-16 15:26:00,2023-03-07 06:07:00,General,"SourceTree Windows updated yesterday to 3.4.2, now everytime I open the app I get prompted to download Git LFS for every repository.a a Version is 3.4.2 which is not listed in Jira as an option."
Unable to open Kdiff3 external tool to resolve conflicts,Done,Low,2021-01-18 08:10:00,2023-03-07 06:07:00,General,All the latest versions for sourcetree (3.3.9 onwards) crash when I clone a repository. The cloning procedure completes successfully but then sourcetree crashes while adding the branch for the project etc.a 
commit time in 24h format ,Done,Low,2021-01-17 17:05:00,2023-03-07 06:07:00,General,"For some reason using sourcetree with external diff tool can be extremely slow sometimes.Waiting for more than a minute and still no response.a a This happened to me with BeyondCompare, meld,a  winmerge and I think I've attempted a few others as well. Not once did this issue happened to me with when I used Pycharm with Git and BeyondCompare.a a You should reopen this issue as *THIS IS A BUG*https://jira.atlassian.com/browse/SRCTREEWIN-1413"
Modal window for Create Patch not usable on smaller screens,Done,Low,2021-01-14 16:18:00,2023-03-07 06:07:00,Bitbucket,"I have 2 repos open that use LFS. Every time I launch Sourcetree since updating to v3.4.2 I gat two prompts to download LFS files.!image-2021-01-14-09-17-18-155.png!Every time I click Yes, the pull appears to be successful, but I get the same prompt again next time I launch. This did not happen prior to v3.4.2.Â "
3.3.9.3870 version crash sometime when trying to open a Repository  from local repositories,Done,Low,2021-01-14 07:08:00,2023-03-07 06:07:00,Git,"When changing the remote repository path through Settings > Remotes > Edit, SourceTree crashes after a short while (10 - 30 secs)."
Scrolling block,Done,Low,2021-01-14 00:47:00,2023-03-07 06:07:00,branch,"Since installing version 3.4.2 of Sourcetree for Windows, I am not able to create pull requests.My previous version of Sourcetree was 3.3.9, so I don't know where the problem started.I have tried uninstalling Sourcetree completely and reinstalling it, but the problem still persist.This is a problem similar to the one reported here https://jira.atlassian.com/browse/SRCTREEWIN-12482 but this time the workaround doesn't work any more."
Push popup has no branches listed and does not allow to proceed,Done,Low,2021-01-13 21:06:00,2023-03-07 06:07:00,remote,"* SSO/SAML enablement was completed recently * after that, though all the steps to use OAuth/token seem to be properly followed and msg of ""Authentication OK"" is shown, the following (or similar) message is seen every time I am trying to access Remotes by, say, using push/fetch/etc:_{color:#1f3864}remote: The `GenslerAppsPod' organization has enabled or enforced SAML SSO. To access{color}__{color:#1f3864}remote: this repository, you must use the HTTPS remote with a personal access token{color}__{color:#1f3864}remote: or SSH with an SSH key and passphrase{color}__{color:#1f3864}remote: that has been authorized for this organization. Visit{color}__{color:#1f3864}remote: [https://docs.github.com/articles/authenticating-to-a-github-organization-with-saml-single-sign-on/] for more information.{color}_a _{color:#1f3864}{color}_a a _{color:#1f3864}{color}_a _{color:#1f3864}fatal: unable to access 'https://boris-tiokhin-gensler@github.com/GenslerAppsPod/data-SQLDeployment.git/': The requested URL returned error: 403{color}__{color:#1f3864}Completed with errors, see above.{color}_"
Line not fully visible in diff,Done,Low,2021-01-11 10:54:00,2023-03-07 06:07:00,Git,"Using git-svn for clone, fetch ect. does not work. I never tried this before, but according to Blogposts for Version 1.4 a while ago git-svn at least was supported.When I enter the URL, I'm asked for credentials and authentication works. After that Sourcetree tells me that it is no valid URL. Details show these error:a {code:java}Command: git -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks ls-remote <myrepo>Output:Error: fatal: repository '<myrepo>' not foundCommand: perl.exe <SourceTree-InstallPath>\tools\svn.pl info <myrepo>Output:Error: System.ComponentModel.Win32Exception: The system cannot find the specified file{code}a Trying to install perl did not help and had no effect on these errors.a I performed the clone command on git bash and it worked. I could add the cloned repository to Sourcetree, performing a pull or fetch does not work. Sourcetree seems to hang on the authentication:{code:java}git -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks svn fetchAuthentication realm: <myrepo> VisualSVN Server{code}"
SourceTree 3.3.9 Windows Hangs,Done,Low,2021-01-08 12:34:00,2023-03-07 06:07:00,Git,"When you right click on a commit in the history view, and then select thea Rebase children of <commit> interactively... context menu option: the view pops up, but it doesn't show the available commits that you want to squash, or the buttons that allow you to edit the final commit message etc.Also, the Full Output contains a K in the prefix, and a space before the full stop. See below:[KSuccessfully rebased and updated ."
"Select Next Unstaged File when clicking ""Stage Selected""",Done,Low,2021-01-07 17:07:00,2023-03-07 06:07:00,Git,"There was an argument injection vulnerability in SourceTree for Windows introduced through git-lfs. An attacker could create a malicious repository which, after being cloned in SourceTree for Windows and enabled with git-lfs, is able to exploit this issue to gain code execution on the system.*Affected versions:* * Versiona 3.3.9a and earliera *Fix* * You can download the latest version ofa the [standard installer|https://product-downloads.atlassian.com/software/sourcetree/windows/ga/SourceTreeSetup-3.3.9.exe] or the [enterprise installer|https://product-downloads.atlassian.com/software/sourcetree/windows/ga/SourcetreeEnterpriseSetup_3.3.9.msi].a For additional details, see the [full advisory|https://confluence.atlassian.com/display/SOURCETREEKB/SourceTree+for+Windows+Security+Advisory+24th+March+2021]"
Big problems with high refresh rate monitors,Done,Low,2021-01-06 10:21:00,2023-03-07 06:07:00,Bitbucket,"SourceTree for WindowsÂ after update to 3.4.1 unable to create pull request - says thatWTF? I use Atlasian Bitbucket server, WHY this stuff is broken from version to version of SourceTree????""[Window Title]Remote project configuration[Content]You don't have any remotes which have extended integration settings configured; you need to edit your remotes to add details such as the hosting type and base URL. Click the Settings button to open your remote list.[Settings] [Cancel]"""
Accessing Remote Account closes Sourcetree,Done,Low,2021-01-05 10:43:00,2023-03-07 06:07:00,Stash,"When using ""Clone in Sourcetree"" from git repository in Bitbucket Server then following is saved in Remote Details:Remote Account: Generic Account Generic HostLegacy Account Settings:a  Host Type: Bitbucket Servera  Host Root Url: filleda  Username: filled # When closing and reopening Sourcetree all entries ina Legacy Account Settings and remote icon in the toolbar contains aa exclamation mark. Without this informationa ""Checkout in Sourcetree"" from an branch does not find the local repository. # After entering all the information again I try ""Checkout in Sourcetree"" again from an branch. The local repository is found now. But when I press the button ""Checkout"", Sourcetree crashes"
Display file details in the Unstaged pane,Done,Low,2021-01-05 05:16:00,2023-03-07 06:07:00,Git,h3. Issue SummaryI receive this error message any time I try to create a Pull Request after starting the app. I've tried all online fixes but this is definitely a bug. 
"Push Changes immediately to field frequently becomes ""-""",Done,Low,2021-01-05 00:56:00,2023-03-07 06:07:00,Git,"When I start Soucretree I am faced with a warning sign on the 'Remote'Â  icon. I click on it and I am faced with the error message ""Unable to open your web browser to 'git@vcs.....', do you have a default web browser set?""Â I have tried the methods on the internet:To click cance, go to settings, click the remote, don't change anything, click OK, then click OK again.The warning exclamation mark is still there.Â "
Huge diff loading shouldn't lock Sourcetree,Done,Low,2020-12-30 18:41:00,2023-03-07 06:07:00,Bitbucket,"The `.git` folder of my repo has completely vanished after sourcetree crashed.Does SourceTree keep a backup or cache it anywhere?Unfortunately I don't have much debug information to share so I understand if you close this issue, but I can describe what happened and some machine details.Very frustrating, lost 5 hours of work, sucks when this sort of thing happens.I clicked the 'complete Git Flow Feature' button. It began processing the feature and then requested me to refresh ssh keys with a prompt. I clicked ""restart"" and ""try again"". A few moments passed and then sourcetree crashed and then my whole computer crashed.I'm operating windows 10 with SourceTree 3.3.9"
Calendar disappears while scrolling the page up or down continuously ,Done,Low,2020-12-28 17:04:00,2023-03-07 06:07:00,General,"h3. Issue SummaryA user is reporting that interactive rebase is not possible in 3.4.0.h3. Steps to ReproduceThere are two ways to start an interactive rebase in Sourcetree. The first is to right-click (or context-click) on a commit and choose Rebase children of <sha> interactivelyâ€¦ The second is to pull down the Repository menu and select Interactive rebase.h3. Expected ResultsThe rebase executes.h3. Actual ResultsThe user has reported that there are no interactive rebase GUI capabilities available.h3. WorkaroundCurrently, there is no known workaround for this behavior. A workaround will be added here when available"
We need an offline Installer,Done,Low,2020-12-27 23:38:00,2023-03-07 06:07:00,Beta,"I'm using Win10 v20H2 in Dark Mode, and Sourcetree v3.4.0.1 is also in dark mode, but when i tried to paste a text into Remote/Repository's URL input box using right-click, the popup menu is shown in light background, causing the text in menu item became invisible due to using light color too."
Push ignores local branches that don't match a remote tracking branch,Done,Low,2020-12-27 13:32:00,2023-03-07 06:07:00,UX,"On new SourceTree 3.4.0 version interactive rebase not working,I'm having an empty white window with OK and Cancel buttons only."
Popup window position,Done,Low,2020-12-24 16:50:00,2023-03-07 06:07:00,General,"*This affect 3.4.0*, interactive rebasing (from the main menu, or right click), doesn't work anymore. It shown an empty GUI. See screenshot attached.Â !image-2020-12-24-17-48-59-598.png!"
Popups flashes periodically with no contents,Done,Low,2020-08-24 12:39:00,2023-03-07 06:07:00,Git,"when i try to connect its authentications is throwing error, Please help its urgentÂ fatal: Authentication failed for 'https://dev.azure.com/in my every PC we have same issues "
Launch external diff tool on double click,Done,Low,2020-12-24 07:35:00,2023-03-07 06:07:00,Bitbucket,A picture worth a thousand words. The problem happens in 3.4.0 but not 3.3.9 ( despite that I tag 3.3.9 because I can't find 3.4.0)Â !image-2020-12-24-15-34-44-315.png!Â !image-2020-12-24-15-34-54-421.png!Â 
Git submodules vulnerability in Sourcetree for Windows - CVE-2020-5260,Done,Low,2020-12-22 17:28:00,2023-03-07 06:07:00,remote,When opening a new tab when a select Remote it crashes the application
User interface font size.,Done,Low,2020-12-20 22:05:00,2023-03-07 06:07:00,remote,"I have a very simple repo in Bitbucket. It does use LFS. I've logged into sourcetree with my Atlassian account.a When I tried the first time, I did enter the wrong password! Now when I try to pull or interact with the remote, I get these errors:fatal: ArgumentException encountered. An item with the same key has already been added.remote: Invalid username or passwordfatal: Authentication failed for '[https://naust[...]|https://naust[...]/]I've tried removing all account and authentication info in the source tree options. I can add my account back in with OAUTH or basic, but pulling or pushing just fails. Is there a separate (LFS related?) place I can reset my password so that I can enter the right one?"
Pushing a new branch gives a false eror messag about git ref-format rules,Done,Low,2020-12-10 00:59:00,2023-03-07 06:07:00,Bitbucket,Process viewer keeps loading and keeps refreshing the state of all the local repositories. I have one repo open in the tab but source tree is checking all the other local repos that are not even active.Source tree is basically unusable at this point .. as it takes mins to create a new branch from master and to do a simple push.a a a 
Cannot Launch Sourcetree,Done,Low,2020-12-11 09:42:00,2023-03-07 06:07:00,Git,"Repository:a https://gitlab.com/CSRedRat/padavan-ng.gitgit -c filter.lfs.smudge= -c filter.lfs.required=false -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks clone --branch master https://gitlab.com/CSRedRat/padavan-ng D:\Sergei\Dev\git\padavanCloning into 'D:\Sergei\Dev\git\padavan'...warning: redirecting to https://gitlab.com/CSRedRat/padavan-ng.git/error: invalid path 'trunk/user/ipset/ipset-6.x/tests/bitmap:ip.t'fatal: unable to checkout working treewarning: Clone succeeded, but checkout failed.You can inspect what was checked out with 'git status'and retry with 'git restore --source=HEAD :/'a After cloning git repo from command line - I can't switch to branch feature/prometheus"
Release a portable Sourcetree for windows,Done,Low,2020-12-16 13:12:00,2023-03-07 06:07:00,UX,"Versions with this issue:Â  3.2.6, 3.3.9Even since I installed Sourcetree on this Lenovo laptop, Sourcetree is happily crashing. There are days without crashes, there are days with multiple crashes per minute of interaction with the UI.General context: - on ""File Status"" page, if the Staged files and Unstaged files have scrolls, or if the list of changes in the right of the page is scrollable, interacting with scrolls and choosing different files freezes the UI- I cannot resize some windows inside the app: in the History page, when I have a commit selected, I can resize the window that shows the commit message/info/parent/etc (resize it against the view that displays the graph) ONLY IF the ""Diff"" window besides the commit info doesn't have a scroll. If that window has a scroll, I cannot resize the windows.!image-2020-12-16-15-10-18-937.png!Device info:!image-2020-12-16-15-10-27-336.png!"
"Authorization in the user's account is not possible through the social network ""facebook""",Done,Low,2020-12-15 15:57:00,2023-03-07 06:07:00,General,"When using the ""Diff Against Current"" feature and selecting a file that has been renamed (denoted with the blue ""R"" icon); only the ""File Contents"" of the new file are displayed rather than comparing the two (as is done in the ""Commit"" tab).Â !image-2020-12-15-17-56-11-096.png|width=586,height=507!"
Remote local branch is not shown in push menu when more than 2 remotes,Done,Low,2020-12-15 11:11:00,2023-03-07 06:07:00,UX,"Automatic refresh after app focus and after any action was there at first, then after an update it wasn't, then it came back, but now it cannot be disabled.Any setting with ""refresh"" in the name, in repo settings or general settings, won't do anything.Should I reboot my refrigerator?3.3.9"
Sourcetree registration fails,Done,Low,2020-12-14 10:31:00,2023-03-07 06:07:00,General,"When I right click a branch to ""Create a pull request...` I am prompted to add an url to the Remote details/Optional extended integration such as this one!image-2020-12-14-11-20-56-545.png!`https://gitlab.mydomain.com/prex-attach/upselling/-/merge_requests#`note that since custom urls are not supported I use `#` as a workaround, which works like a charm.Â After I restart SourceTree, the setting is not remembered and I am prompted again.!image-2020-12-14-11-23-08-745.png!If I look at the config file via `Edit Config File...` there is no apparent change, when I add the host url. If I knew how to enter it there manually, I would, but I couldn't find the name of the field.Â Running as administrator doesn't help.version 3.3.8 and 3.3.9"
Remote Github repository search does not work,Done,Low,2020-12-13 16:07:00,2023-03-07 06:07:00,Git,"Scrolling a file diff that just barely needs to be scrolled (less that ~3 lines),a usinga the mouse wheel completely freezes SourceTree and making it use ~20% CPU, and needs to be forcefully Done.Scrolling works without issues when diff is more than ~3 lines longer than what can fit in pane.This happens multiple times a day (more than 10) and making the app very painful to use.a There have been more issues on this: - Done without action[SRCTREEWIN-13220|https://jira.atlassian.com/browse/SRCTREEWIN-13220] - Reported for older version and has not gotten any attention[SRCTREEWIN-13305|https://jira.atlassian.com/browse/SRCTREEWIN-13305]"
Can't push,Done,Low,2020-12-09 21:42:00,2023-03-07 06:07:00,UX,"Hello,I frequently open a Bash console via the Terminal menu on the toolbar.But if I open it this way, it doesn't have the PATH environment setting and so an utility app I placed in a folder included in the PATH can't be found.If I run the Bash console via the Window's Start menu or other way then the utility app can be launched properly.How can I open the Bash with a proper PATH set?Â "
Sourcetree crashes after switching to Remote tab,Done,Low,2020-12-06 06:08:00,2023-03-07 06:07:00,branch,"My account email id is ""tahsinstreamstech@gmail.com"" and username ""tahsinstreamstech"" . When pulling the branches, I am getting this errora ATTENTION:my sourcetree version is 3.3.8 but there no available version for it so I assigned 3.3.9a !image-2020-12-06-12-01-57-585.png!"
Site performance is very low because image are large,Done,Low,2020-12-03 21:25:00,2023-03-07 06:06:00,Bitbucket,"SYMPTOMI have a large project with ~100 tags. I installed on a new system and noticed that while ""fetch"" from remote worked fine, I could not ""push"" to remote (bitbucket). It would simply sit there doing nothing then after about a minute I would see ""FATAL ERROR: Server unexpectedly Done network connection"".a  It doesn't matter what I am pushing - not even a basic commit will work.WORKAROUNDIf I disable ""Push all tags to remotes"" it works fine.a a NOTEThis is NOT specific to the repo. I have another workstation with the same setup, and ""Push"" works fine, even with ""Push all tags... enabled""STEPS: # enable ""Push all tags..."" # make a change # commit locally # push # observe does not work and eventually gives error message # disable ""Push all tags..."" # observe works"
